,asin,title,description,also_buy,also_view,brand,Category1,Category2,Category3,Category4,avg_rating
31,B00B3O38GK,Group Vertical LCD Display Screen with Touch Screen Digitizer for iPhone 5 - Black,"['New iPhone 5 Complete LCD Display Screen + Touch Screen Digitizer. Fix a broken front screen on 5th generation iPhones with this completely assembled replacement part. Black iPhone 5 5G LCD Screen size: 4-inch . iPhone 5 LCD Screen resolution: 1136 x 640 Compatible with: iPhone 5 16GB iPhone 5 32GB iPhone 5 64GB Package Includes: 1 x Black iPhone 5 Touch Screen Digitizer + LCD Replacement Part. 1. Please disconnect the battery while doing the installation. 2. Make sure the connectors on both ends are clean. Use isopropyl alcohol only to clean the ends. Then make sure the connectors are well seated. This is the cause of white lines in most cases. 3. For claims missing the 3rd flex. This item does not include the front camera and speaker. Referred to as ""small parts"". These must be moved over from the old lcd assembly. 4. Flex cables are delicate and should be handled with care. They can tear if pulled. When moving over the small parts use extreme caution as it is easy to cause damage during this process.']","B00JK9HXLQ,B00XSY48Z8,B012MAUE10,B01L8U12PW,B01L8U11FI,B00JETJXHY,B00XT08OTW,B00MURVFVY,B00MVFAZ2A,B016NPUAO6,B00MURVLQ8,B00XT03HK8,B01CG8JAIQ,B00MURVILQ,B012MAU80W,B00MQOBJGM,B06WLNHLWP,B0160MOVME,B0160MDINW,B01EL96W1G,B01GK0XYG0,B01ETCBZXA,B00H8XM64A,B00GXWEBNQ,B012V0CTPU,B00XNA80Z6,B00H4W9U8U,B01DK26S1E,B01GNYLIF2,B00IT5PEZO,B01GPY9N5W,B00XJ5984M,B01MY2IKCX,B00XJ56AC0,B00IT5PF8U,B01DK1Q6EE,B01EFG8AHO,B01N4H842X,B01N7O4HZF,B01CMFTOTS,B01GP91SQ4,B01EFG8AHE,B012V0CYLE,B01JYZA2ZO,B06XCRZP2C,B06VW165RT,B01CMFTPQA,B01JYZA45C,B01N0E3WFI,B01HPXAB4O,B00MQOBJHQ,B01CMFTS2Q,B01KZE99Q6,B07542MRL2,B01KZHAH28,B071CXQVL8,B01DDIP7XU,B01N45YN5V,B06XD8NK43,B07H92DCY3,B01FJN18HG,B06XC181DZ","B00MURVFVY,B01CMFTS2Q,B01DK26S1E,B07DJC2GGQ,B01EFG8AHO,B00JK9HXLQ,B07F9NST2F,B00CTJWINC",Generic,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8238
32,B00B78MT44,"Car Mount, iOttie Easy View Universal Car Mount Holder for iPhone X 8 7 6s 5s 5c, Samsung Galaxy S9 S9 Plus S6 Edge Plus S6 S5 S4 - Retail Packaging - Black","['The iOttie Easy View Car Mount provides optimal viewing for every situation. The sleek mount delivers prime sight angles with just the twist of a knob, and allows your device to be seen from anywhere in your vehicle. Once the super sticky gel pad is placed on your dashboard or windshield, the drop of the lever guarantees it wont move from its designated spot. Because of its superior views, one touch functions, and solid grip, its easy to see why the iOttie Easy View Car Mount is your devices top choice! Mount Smart. Drive Smarter!']","B01D8Z1AYI,B072C7R4CD,B01780KZMW,B0795DJXNH,B01MAYNX9T",,iOttie,Cell Phones & Accessories,Accessories,,,0.801775
33,B00BJU0CHQ,"Kenu Airframe | Vent Car Phone Mount | Android and iPhone Car Holder | iPhone 8 Car Mount + iPhone 7, 6s, 6, 5s, 5, SE, and Small to Medium Smartphones Car Accessories Phone Holder | Black","[""Welcome to an improved driving experience with Airframe, the world's most portable car mount for smartphones. Just attach Airframe on to any air vent and insert your smartphone. It's that simple. Airframe weighs less than an ounce and makes the perfect companion for everyday use, vacations and business trips.""]","B00LU5LWQK,B00KLOB8NS,B00M6QODH2,B00SVVY844,B00DIF2BO2,B00VH84L5E,B0083PZIGU,B071KBYFKS,B074Q433TL,B07GZ78R6D",,Kenu,Cell Phones & Accessories,Accessories,,,0.393625
34,B00C6VP02E,LG Electronics BL-59JH Standard Battery for LG Lucid2 - Non-Retail Packaging - Silver (Discontinued by Manufacturer),"[""Have an extra battery ready for your Lucid2 by LG if your charger isn't handy or if your battery is drained. This battery is 2460 mA. Actual usage time will vary based on user settings, feature use and network.""]","B00RC6BG9O,B00THGA3IM,B01JSFJG2A,B00C6OYZRM,B00L3NUSG4,B00PUTNMP6,B07482Q9XL,B00XIBT24S,B0776RZJKD,B00IAAD7DO,B073WB8FZJ,B00DS600IU,B01JZLHTHG,B01GU7DUYO,B015S551MI,B076BZLG44,B06W9LQDBB,B00FGFLGRK,B00KB5E7KI,B073PK9K12,B015RYG57A",,LG,Cell Phones & Accessories,Accessories,Batteries & Battery Packs,Replacement Batteries,0.8208
35,B00C6VP03I,LG Electronics WCP-300 Wireless Charging Pad - Retail Packaging - Black,"[""Enjoy easy, hassle-free charging with the LG WCP-300 Wireless Charging Pad. Find out how incredibly convenient it is to charge your mobile phone with the WCP-300 Wireless Charging Pad. It's wireless because you don't need to plug in your phone - just rest your compatible device on the charging pad and you'll be powered up and ready to go in no time. The convenient Charging Indicator lets you know when your battery is fully charged, so there's no guessing when you're ready to go. Handset sold separately""]","B0753Q8WQH,B01FTG5RJS","B071JRRXZ4,B07DPT9SK4,B01FTG5RJS,B06XDH984P,B0773HKNYN,B0794YGLD9,B0143GESZO,B07H783993,B073ZCS265,B00UGIA0WY,B07J1F542W,B01FMDQK80,B073W4WR9D,B07FLKBBC4,B01AUC39IC,B07K2LMJQK,B078NC6Y3J,B01LX4MTOS,B07DGKDC3X,B07CYX2PNK,B077SW3BTZ,B07BMQ3MT3,B07CKD29YJ,B077TPG2WK,B00F1SHFJA,B073W46Y5T,B079KZ49PJ,B010B6PSMC,B07CMZ2XX2,B075SBMDYL,B072BSC4G2,B0753Z4PGC,B00C40OG22,B01GFL6MZE,B07CKDXMB6,B01MYAJT88,B01N7KMB2H,B078V3R5W6,B074M9W7C6,B0785ST823,B07C5CS5ZP,B012AWBN9C,B07GN2RM5Q,B01L3OUC7W,B01GF39RD6,B072MJ8MTG,B07F3YK644,B07F3YQNQT,B018GTIPLC,B01N8SOIK8,B07FKL4SB8",LG,Cell Phones & Accessories,Accessories,Chargers & Power Adapters,,0.22185
36,B00CIZU082,(PLUS SIZE) Heavy Duty Rugged Nylon Canvas Protective Carrying Cell Phone Case Pouch (with Metal belt Clip) for IPHONE 3G/4S (PLUS SIZE- (Fits With SINGLE LAYER PROTECTOR/SKIN ALREADY ON THE IPHONE) - BLACK,"['These durable thick nylon pouches are great for contractors, police officers, firefighters, industrial, or anyone who works outdoors as well as rides a bike. \nIt will keep your phone safe and protected, with a metal clip and belt loop for extra security.  A very rugged, case that does the job yet remains classy.  Overall, a great value.']","B0082M4IJM,B011SWLKZC,B01M709JHW","B06XTWZHB1,B00NF1YW4G,B01M709JHW,B006WW0KEG,B011SWLKZC,B06XYMP111,B00NN8QUYG,B00MNMT78Y,B01G8MF5H6,B01GVX8N58,B01FV51NKO",Kiwi,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.8116749999999999
37,B00CJDEMDW,"Onite Battery for Samsung GT-I9190 Galaxy S4 Mini, Galaxy S IV Mini I9190, I9195, I9197, I9192, Model: B500AE / EB-B500BE","['Onite Battery for Samsung GT-I9190 Galaxy S4 Mini, Galaxy S IV Mini I9190, I9195, I9197, I9192, Model: B500AE / EB-B500BE']",,B00IFU0W78,Onite,Cell Phones & Accessories,Accessories,Batteries & Battery Packs,Replacement Batteries,0.8208
38,B00CTPWSW2,NovaMass Black LCD Display Touch Screen Digitizer Assembly With Frame for Samsung Galaxy S4 DMA Models - Verizon I545 - Sprint L720 - US Cellular R970 - Cricket R970C,['Original Samsung Galaxy S IV AMOLED OLED Screen & Top Glass Touch Screen Digitizer Assembly BLUE CDMA Version direct from the manufacturer. This is real thing and not a cheap copy or reproduction of the part.'],,,NovaMass,Cell Phones & Accessories,Accessories,Replacement Parts,,0.80855
39,B00DCIZMAU,Spigen Neo Hybrid Galaxy Note 3 Case for Galaxy Note 3 - Infinity White,['The Galaxy Note 3 Neo Hybrid is an assembly-type case with a TPU back cover and a polycarbonate frame. The Neo Hybrid is form-fitted to effectively protect your device from external impact. The Galaxy Note 3 neo Hybrid is designed to highlight the curves of the Galaxy Note 3. It fits precisely onto the phone for a natural and sleek look. The Galaxy Note 3 Neo Hybrid is a 2 part case that can be dissembled into a TPU back cover and a polycarbonate frame. The Neo Hybrid uses premium TPU material for extra durability. The TPU back cover will not sag or expand due to heat from the device.'],,,Spigen,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.855325
40,B00DPWT4MU,MagicSky Robot Series Hybrid Case for Apple iPhone 4 4S 4G - 1 Pack - Retail Packaging - Purple/Hot Pink,"['<b>Protection</b> -This Dual Layer hybrid Defender Armor case provide stylish and dual layer protection for your new mobile phone against abrasion, scratches, dirt, dent, and damages. Combining the 2 pieces, the case provides better shock-absorbing, tear-resistant, skid-proof, anti-scratch, and anti-fingerprints protection.<br><br> <b>Beauty</b> -The outer back cover is made of high quality hard PC material with unique picture printed on it, the print can be washed and wont peel off. Studded rhinestones on the back to give off a beautiful shine.<br><br> <b>Convenient</b> -Full access to all ports, buttons, and cameras on the phone without the need to remove the case. Simple snap-on design for easy installation and removal.']",,,MagicSky,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.583575
41,B00DRJTY44,"Ringke FUSION Compatible with iPhone SE Case, Crystal Clear PC Back TPU Bumper [Drop Protection, Shock Absorption Technology] for iPhone SE (2016), iPhone 5S (2013), iPhone 5 (2012) - Transparent","[""Ringke FUSION Case for iPhone SE (2016) / 5S (2015) / 5 (2014) | Showcase your iPhone SE / 5S / 5 with the ultimate clear case that is both stylish and comfortable to hold in the hand. Engineered with crystal clear PC with TPU bumpers for added protection. Slim and refined design with a perfect fit for all-around protection with minimal bulk. Perfectly compatible and secures in a snug fit for vital protection against scratches, scrapes, or knocks. Have a peace of mind with Ringke Fusion and grab your device on the go. Simple and easy to put on and best of all, STAYS on! A piece of cake and can't go wrong. Simply snap on the case in one smooth motion and enjoy the luxurious color of your device with a look many people already admire. Make a fashion statement when you pull out the device from your pocket or bag.""]","B01H0S9UI2,B00BT8L2MW,B01KU36SES,B01JLR6ZWO,B018P3KPNA,B07GYFV511,B0756BRJK8,B07H4DV9MJ,B07GYMYZ23,B009YCP1LS,B00MJA3Q1Y,B00NAHHS7I,B01C69MOV0,B075J8K6JC,B07546VY2G,B01JKC3208,B01BGTCWHW,B01FD3KTZE,B01LNB7KQG,B01B1W1KAE,B01D4SZYLO,B01I519THU,B01CT7351M,B01ERVIPW2,B07584QZKT,B01LZTGZW9,B07HG2734D,B00UX4UBC0,B06X3SH91J,B01E8IFOSW,B010QYKI2O,B012R0TDL2,B010QYKIBK,B00HMCHUCU,B00IODNLYC,B012KEIPGO",,Ringke,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.5816250000000001
42,B00E5C94GK,"For iPod Touch 3rd Generation LCD Display and Digitizer Glass Screen Assembly with 7 pcs tools + Mid Frame, except 8GB","['', '<b>LCD Display + Touch Screen Digitizer with frame For iPod 3rd Gen + tools<br> (NOT for 8GB)</b><br> <br> * iPod 3rd Gen Outer Glass + LCD + Touch Digitizer + frame<br> * Brand New, not pulled from a working iPod<br> * It is used to repair faulty screen: display problems, dead pixels, cracked LCD screens, wrong color issues.<br> * Each assembly is tested before shipping and are 100% working<br> * FREE tools are included.<br> <br> <b>Compatible With</b> Apple iPod 3rd Gen (Not for 8GB Version)<br> <br> <b>Single package include:</b><br> <br> 1 x LCD Display Screen<br> 1 x Touch glass screen + frame<br> 2 x Screwdriver<br> 1 x Suction<br> 2 x Pry open Tool<br> 1 x px<br> 1 x Adhesive tape']",,,Generic,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8116749999999999
43,B00E5R9S66,DBPOWER New Full Repair Kit Touch Screen Digitizer Glass Lcd Display Screen for Ipod Nano 6th Generation Pre-assembly + 7 Pcs Tools,"['', '<b>Compatible With Apple iPod Nano 6th Gen</b>', '<b>Features</b><br>\n* Brand New and Digitizer Touch Screen + LCD Display Screen Assemble for Apple \niPod Nano 6th Gen<br>\n* It is used to repair faulty screen: display problems, dead pixels, cracked LCD \nscreens, wrong color issues<br>\n* Each assembly is tested before shipping and are 100% working<br>\n* FREE 7 piece tool kit is included.<br>\n<br>\n<b>DBPOWER Customer service</b><br>\n-Customer comes first. Please feel free to contact our professional technical \nsupport team for any question. <br>\n-All products had been tested strictly before we ship it to your hand. <br>\n-Supports 30 day return for refund or replacement with no reason.<br>\n<br>\n<b>Tips</b><br>\nAny wrong installation will ruin the display, so please be carefully when \nreplacing the screen. And there are many installation videos which you can find \non You Tube.<br>\n<br>\n<b>Single package include:</b><br>\n1x fully assembly ipod nano 6th Gen LCD with Touch Screen<br>\n3 x Screwdriver<br>\n1 x Suction<br>\n2 x Pry open Tool<br>\n1 x px']",,,DBPOWER,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8116749999999999
44,B00E5R9RIK,DBPOWER Replacement LCD Touch Digitizer Lens Screen Assembly for iPod Nano 6th Gen with tools,"['', '<b>Features</b><br>\n* Brand New and Digitizer Touch Screen + LCD Display Screen Assemble for Apple \niPod Nano 6th Gen<br>\n* It is used to repair faulty screen: display problems, dead pixels, cracked LCD \nscreens, wrong color issues<br>\n* Each assembly is tested before shipping and are 100% working<br>\n* FREE 7 piece tool kit is included.<br>\n<br>\n<b>Compatible With Apple iPod Nano 6th Gen</b><br>\n<br>\n<b>DBPOWER Customer service</b><br>\n-Customer comes first. Please feel free to contact our professional technical \nsupport team for any question. <br>\n-All products had been tested strictly before we ship it to your hand. <br>\n-Supports 30 day return for refund or replacement with no reason.<br>\n<br>\n<b>Tips</b><br>\nAny wrong installation will ruin the display, so please be carefully when \nreplacing the screen. And there are many installation videos which you can find \non You Tube.<br>\n<br>\n<b>Single package include:</b><br>\n1x fully assembly ipod nano 6th Gen LCD with Touch Screen<br>\n3 x Screwdriver<br>\n1 x Suction<br>\n2 x Pry open Tool<br>\n1 x px']",,,DBPOWER,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8116749999999999
45,B00E7WG5F6,"iPhone 5C Case, Obliq [Heavy Duty][Xtreme Pro][Black] w/ HD Screen Protector - Premium Slim Fit Dual Layered Hard Tough Protection Case for Apple iPhone 5c","['Our case is designed with special and creative picture and print.Own a unique, beautifully designed case that brings luck to your life!']",,"B01DVGD8SK,B00DMKGPP4,B00F9OQRZE,B00NHXH9HO,B014ZRKVAC,B00OCIUET8,B014QE0N8O,B07232RHM2,B00EYL7RHU,B01A8PGEUG,B074V4R725,B00MIPS886,B01G5W6KHI,B01G5XEDDK,B00G9AXZ98,B019LPDTY8,B00974L1T4,B00EW4EC3G,B0136ZDLGA,B01CDOFONI,B074GR8W2Q,B00B59NKUC,B01N1I10BQ,B00EG0C3S2,B00F9OQTVQ,B00B59NKUM,B017QPKGWI,B00DD62R40,B01HRH3UWS",Obliq,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.83735
46,B00EDRWAAY,Incipio MT-282 DualPro for the Motorola DROID Ultra - Optical White/Charcoal Gray - Carrying Case - Retail Packaging - Optical White/Charcoal Gray,['Appreciate double the protection with the DualPro case for Motorola DROID Ultra. Utilize your media functions with ease while the DualPro case keeps your device secure on-the-go. The DualPro case is the go-to solution for your everyday needs.'],,,Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.69695
47,B00EKW7FUW,Cellto Premium Moto X Wallet Case with HD Screen Protector [Slim Ultra Fit] (Seafoam Green) Diary Cover w/ ID Pocket Top Quality ( 1st Generation ),"[""With our world best life time warranty program, Enjoy your new case and new phone. for Perfection with a cut-out design for the touch screen, our Wallet Case allows you to keep the same tactile feel as using the Google Moto X (2013 model) without a case. Perfect for users who desire durable protection with a clean, modern design. If your in the market for a new case for your phone we highly recommend trying a new Wallet Case. The case is a enhanced plastic and silicone material hybrid. It's shock absorbent, doesn't dent nor will it tear or scratch. Retains the grip, soft feel and flexibility of a silicone case with the protection of a hard case. Installing the case couldn't be any simpler. The case is ONLY for the Google Moto X.""]",,,Cellto,Cell Phones & Accessories,Accessories,Accessory Kits,,0.80855
48,B00EL93SLE,Tech Armor High Definition HD-Clear Film Screen Protector (Not Glass) Motorola Droid MAXX [3-Pack],"['Protect Your Motorola Droid MAXX Smartphone The TECH ARMOR Way Tech Armors HD Clear Screen Protectors provide the highest transparency while still delivering scratch resistant protection for your Motorola Droid MAXX Display All Tech Armor Screen protectors are made of the highest quality Japanese PET Film available with 100 BubbleFree Silicon Adhesives. Every Tech Armor Screen Protector is backed by the TECH ARMOR LIFETIME REPLACEMENT WARRANTY COMPATIBILITY:Motorola Droid MAXX Smartphone, All Carrier Models ALSO AVAILABLE: TECH ARMOR Antiglare Screen Protector for the Motorola Droid MAXX Smartphone, Amazon Part Coming... The TECH ARMOR Screen Protector Kit Includes: Three (3) HD Clear Screen Protectors Installation Instructions Smoothing Card LintFree Polishing Cloth Bubble Removal Tape Retail Packaging TECH ARMOR LIFETIME REPLACEMENT WARRANTYINSTALLATION: Please visit our amazon Webstore and watch the installation video to get the most of your screen protection investment and to get a Bubble Free InstallTECH ARMOR LIFETIME REPLACEMENT WARRANTYWe are committed to your satisfaction and will send you replacements free of charge for: Installation Problems such as bubbles or other user error Scratched or damaged screen protectors Wear and TearOur commitment to you is that we will keep your device protected, the TECH ARMOR WAY, or your money back.']","B00ESK0IJG,B00FDS2TW6,B00JS73V2U,B00XBBIZ5W,B00F0EAR40,B0129CK8EY,B00EV8CAQE,B013CQ67G4,B019PNB9G6,B00F0EAR5E,B00EZW77JQ,B01GKFTIZG,B014CK25GA,B01LZQZ83B,B013WDREXW,B00YZQQBDA,B01GIMHMUE,B00KC8L21G,B00YZQKWNK,B00EXVVOPC,B06X6HR5LY,B018C37YZU,B013CQ7G64,B01LA5DQOA,B00JS7469C,B00YZPJ90S,B00EDRWEQ4,B01GKFTHC0,B01DE5Z138,B00Z7ROHG4,B00YZPJ598,B00Z7RQMGM,B00PW5A9VS,B00JTGAY0M,B00GO9HL4Y,B06X3WRY6V,B00F1EZV9K,B00F6BZ96I,B007ZN5LE0,B013OHLCW0,B00YZPKDSU,B00KFUWFBW,B00GQR5U6K,B00OZGN0XY,B00EDRWEG4,B01DEALKJ2,B00F1F0392,B014GOPMWQ,B00RKEPQ30,B00F0EAJRK,B00NCCK53A,B00F0EAN76,B01BIHMMS6,B00ECNWSOM,B00EXQ5N36,B01L89571S,B009JR1PV8,B019K8CR0I,B00ORBP4EK,B01E0LBSGE,B0147WPIVW,B072876STQ,B00R26XELM,B01H7VFNL0,B007CJE1VQ,B06X3WPDPW,B00YZQLQKI,B071ZWNP98,B074413LY2,B00F1F01BC,B01C24CWB6,B01GIMS3TS,B00KY8641W,B072QND5HR,B07148Q4HR,B01N5UTNDN","B01LZQZ83B,B013WDREXW,B00PW5A9VS,B01LA5DQOA,B01GIMHMUE,B00F6BZ96I,B00E6FEMAY,B00EZW77JQ,B01GKFTIZG,B00EV8CAQE,B00EXVVOPC,B01H7VFNL0,B013OHLCW0,B06X3WT8B3,B00ESK0IJG,B00F0EAR40,B00F0EAR5E,B00YZQKWNK,B00JS73V2U,B00JTGAY0M",LuettBiden,Cell Phones & Accessories,Accessories,Screen Protectors,,0.9002
49,B00EMNK7QS,TUDIA Ultra Slim Clef Series TPU Protective Case for iPhone 5C (Blue),"['<b>This case is ONLY for the new Apple iPhone 5C Lite. It will NOT fit the iPhone 5 or iPhone 5S</b> <br>', 'This premium iPhone 5C TPU flexi skin will protect your wireless device from scratches and scuffs, keep your wireless device looking like new. This long-lasting durable skin is made with top grade TPU material, protects your wireless device and gives it a nice soft comfortable surface. With openings for all buttons and connectors, the iPhone 5C is fully functional equipped with this skin.']",,"B01HRH3UWS,B01JLR6ZWO",TUDIA,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.8076
50,B00ESYNN80,OtterBox Commuter Series Case for Motorola Moto X - Does NOT Fit 2nd Generation - Retail Packaging - Black,"['<div class=""aplus""> <div class=""two-third-col""> <div class=""leftImage"" style=""width: 350px;""> <div id=""image2""><img src=""https://images-na.ssl-images-amazon.com/images/I/21swSLaPlgL.jpg"" alt=""OtterBox phone cases and tablet cases""  ></div> </div><div class=""leftImage"" style=""width: 350px;""> <div id=""image0""><a href=""https://images-na.ssl-images-amazon.com/images/I/61EP9uQ2JIL.jpg"" target=""_blank""><img src=""https://images-na.ssl-images-amazon.com/images/I/31qqgiwyEuL.jpg"" alt=""OtterBox Commuter Series Case for Motorola Moto X. Motorola Moto X phone case""  ></a><div class=""imageCaption"">OtterBox Commuter Series Case for Motorola Moto X<a href=""https://images-na.ssl-images-amazon.com/images/I/61EP9uQ2JIL.jpg"" target=""""><br>View larger</a></div></div> </div>  <h5><div id=""header0"">Sleek, Stylish Protection</div></h5> <div id=""text0"" class=""a-spacing-small"">', 'You&#x2019;ve created the masterpiece that is your new Moto X. Now you&#x2019;ll want to protect it with this Commuter Series case that performs under pressure, doesn&#x2019;t add extra bulk, and looks incredible.', 'OtterBox is known for making highly protective cases that work when it really matters. The slim Commuter Series case is one that you can rely on to guard your Moto X against damage from drops and scrapes.', 'The Commuter Series case is the result of innovative thinking and precision design. The internal synthetic rubber layer wraps around your Moto X to absorb shock from impact force and provides good grip in the hand. The exterior polycarbonate layer completes the case with impact deflecting qualities and has a slick exterior that makes it easy to slip in and out of pockets.', 'This is the case you need if you want slim yet tough protection. Slide your device into your pocket to catch a cab, toss it into your briefcase to run to the next meeting, slip it out to catch every text, and never miss a beat.', 'Slim and sleek, this case provides substantial protection that keeps you and your device looking great while you stay on top of your highly-connected life.']","B00EISJI2G,B00ENPFBXE,B00MTGFGGQ,B00NFA1S8A,B00ERQ1ZAW,B00XRW98CY,B07B2GVNCJ,B00MV9XR80,B07765ZTT7,B00PKJ7HHA,B01J63NYAO,B00NFA1TOI,B01M8JVEXD,B00JEMZYM4,B077RNH9HT,B00EDTRWB4,B0115B4DHS,B00IN8LODS,B06VSTRLZX,B0147JXUVU,B01G9HHHJ4,B01H1C9T6K,B00HCLQJ6E,B01MXTLRNR,B077YNYFPD,B01EZ427A2,B072876STQ,B01EXYP0HG,B00YDYZ7VQ,B01GIOWD5Q,B00E5QKHOY,B00J9V475U,B00Z7T52CU,B00E92B88I,B0773DJZ65,B072N3WT4J,B0779LK8BV,B06XDMD7WK","B00ENPFBXE,B00Z7T52CU,B00EB3G2JA,B00NFA1S8A,B00ERQ1ZAW,B072N3WT4J,B00EI7CX1A,B072JD3YNT,B00NFA1TOI,B07BHJXSKY,B0115B5390,B01GIOWD5Q,B0115B4DHS,B00Z7RRRTI,B00N3VHD6C,B0773DJZ65,B0772T7N6M,B075378B62,B00Z7RMVBM,B01G9HHHIA,B01G9HHHI0,B077H8CZPC,B01G9HHHJ4,B0153UB8UM,B00NW54I80,B07738VL3X,B0153T7TSI,B00EDTRWB4,B07BHBF6NN,B07765ZTT7,B07G4J1JR2,B0768LLSRS,B0772Y57Q9,B00HX2SC62,B01I1L1UQC,B00NYXRPO4,B07G4HXVY9,B01355VVF4,B0753BV9BD,B00NVQBMWA,B0753BJXGJ,B00GSIKVRA,B07DBYJCXP,B0753CD8R7,B078XLQCLV,B078JVCJ14,B0154AQ3MO,B0154AQ3QK,B077YNYFPD,B00PKJ7HHA",OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.74605
